No.,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Tough,Beauty,Cool,Cute,Clever,Brawl,Channel,Clash,Evasion,Alert,Athletic,Nature,Stealth,Allure,Etiquette,Intimidate,Perform
863,Toxapex,Poison,Water,4,2,4,1,3,3,7,2,4,3,6,Merciless,Limber,Regenerator,,,,Amateur,,,,,,,,,,,,,,,,,,
864,Mudbray,Ground,,3,3,6,2,4,2,5,2,4,2,4,Own Tempo,Stamina,Inner Focus,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
865,Mudsdale,Ground,,5,3,7,1,3,3,6,2,4,2,5,Own Tempo,Stamina,Inner Focus,,,,Amateur,,,,,,,,,,,,,,,,,,
866,Dewpider,Water,Bug,3,1,3,1,3,2,4,1,3,2,5,Water Bubble,,Water Absorb,,Yes,,Starter,,,,,,,,,,,,,,,,,,
867,Araquanid,Water,Bug,4,2,5,1,3,3,6,2,4,3,7,Water Bubble,,Water Absorb,,,,Amateur,,,,,,,,,,,,,,,,,,
868,Fomantis,Grass,,3,2,4,1,3,1,3,2,4,1,3,Leaf Guard,,Contrary,,Yes,,Starter,,,,,,,,,,,,,,,,,,
869,Lurantis,Grass,,4,3,6,2,4,2,5,2,5,2,5,Leaf Guard,,Contrary,,,,Beginner,,,,,,,,,,,,,,,,,,
870,Morelull,Grass,Fairy,3,1,3,1,2,2,4,2,4,2,5,Illuminate,Effect Spore,Rain Dish,,Yes,,Starter,,,,,,,,,,,,,,,,,,
871,Shiinotic,Grass,Fairy,4,2,4,1,3,2,5,2,5,3,6,Illuminate,Effect Spore,Rain Dish,,,,Beginner,,,,,,,,,,,,,,,,,,
872,Salandit,Poison,Fire,3,1,3,2,5,1,3,2,5,2,4,Corrosion,,Oblivious,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
873,Salazzle,Poison,Fire,4,2,4,3,6,2,4,3,6,2,4,Corrosion,,Oblivious,,,,Amateur,F,,,,,,,,,,,,,,,,,
874,Stufful,Normal,Fighting,3,2,5,2,4,2,4,2,4,2,4,Fluffy,Klutz,Cute Charm,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
875,Bewear,Normal,Fighting,6,3,7,2,4,2,5,2,4,2,4,Fluffy,Klutz,Unnerve,,,,Ace,,,,,,,,,,,,,,,,,,
876,Bounsweet,Grass,,3,1,3,1,3,1,3,1,3,1,3,Leaf Guard,Oblivious,Sweet Veil,,Yes,,Starter,F,,,,,,,,,,,,,,,,,
877,Steenee,Grass,,4,1,3,2,4,2,4,1,3,2,4,Leaf Guard,Oblivious,Sweet Veil,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
878,Tsareena,Grass,,5,3,7,2,5,3,6,2,4,3,6,Leaf Guard,Queenly Majesty,Sweet Veil,,,,Amateur,F,,,,,,,,,,,,,,,,,
879,Comfey,Fairy,,4,2,4,3,6,2,5,2,5,3,6,Flower Veil,Triage,Natural Cure,,,,Starter,,,,,,,,,,,,,,,,,,
880,Oranguru,Normal,Psychic,4,2,4,2,4,2,5,2,5,3,6,Inner Focus,Telepathy,Symbiosis,,,,Amateur,,,,,,,,,,,,,,,,,,
881,Passimian,Fighting,,5,3,7,2,5,2,5,1,3,2,4,Receiver,,Defiant,,,,Amateur,,,,,,,,,,,,,,,,,,
882,Wimpod,Bug,Water,3,1,3,2,5,1,3,1,3,1,3,Wimp Out,,,,Yes,,Starter,,,,,,,,,,,,,,,,,,
883,Golisopod,Bug,Water,7,3,7,1,3,3,7,2,4,2,5,Emergency Exit,,,,,,Pro,,,,,,,,,,,,,,,,,,
884,Sandygast,Ghost,Ground,3,2,4,1,2,2,5,2,5,2,4,Water Compaction,,Sand Veil,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
885,Palossand,Ghost,Ground,4,2,5,1,3,3,6,3,6,2,5,Water Compaction,,Sand Veil,,,,Ace,,,,,,,,,,,,,,,,,,
886,Pyukumuku,Water,,4,2,4,1,1,3,7,1,3,3,7,Innards Out,,Unaware,,,,Starter,,,,,,,,,,,,,,,,,,
887,Type: Null,Normal,,3,3,6,2,4,3,6,3,6,3,6,Battle Armor,,,,Yes,,Ace,N,,,,,,,,,,,,,,,,,
888,Silvally,Normal,,4,3,6,3,6,3,6,3,6,3,6,RKS System,,,,,,Ace,N,,,,,,,,,,,,,,,,,
889,Minior,Rock,Flying,4,2,4,2,4,3,6,2,4,3,6,Shields Down,,,,,Yes,Beginner,N,,,,,,,,,,,,,,,,,
890,Minior Core,Rock,Flying,4,3,6,3,7,2,4,3,6,2,4,Shields Down,,,,,Yes,Beginner,N,,,,,,,,,,,,,,,,,
891,Komala,Normal,,4,3,6,2,4,2,4,2,5,3,6,Comatose,,,,,,Starter,,,,,,,,,,,,,,,,,,
892,Turtonator,Fire,Dragon,4,2,5,1,3,3,7,2,5,2,5,Shell Armor,,,,,,Ace,,,,,,,,,,,,,,,,,,
893,Togedemaru,Electric,Steel,4,3,6,3,6,2,4,2,4,2,5,Iron Barbs,Lightning Rod,Sturdy,,,,Beginner,,,,,,,,,,,,,,,,,,
894,Mimikyu,Ghost,Fairy,4,2,5,3,6,2,5,2,4,3,6,Disguise,,,,,,Amateur,,,,,,,,,,,,,,,,,,
895,Bruxish,Water,Psychic,4,3,6,2,5,2,5,2,5,2,5,Dazzling,Strong Jaw,Wonder Skin,,,,Amateur,,,,,,,,,,,,,,,,,,
896,Drampa,Normal,Dragon,4,2,5,1,3,2,5,3,7,2,5,Berserk,Sap Sipper,Cloud Nine,,,,Ace,,,,,,,,,,,,,,,,,,
897,Dhelmise,Ghost,Grass,5,3,7,1,3,3,6,2,5,2,5,Steelworker,,,,,,Ace,N,,,,,,,,,,,,,,,,,
898,Jangmo-o,Dragon,,3,2,4,2,4,2,4,2,4,2,4,Bulletproof,Soundproof,Overcoat,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
899,Hakamo-o,Dragon,Fighting,4,2,5,2,4,2,5,2,4,2,5,Bulletproof,Soundproof,Overcoat,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
900,Kommo-o,Dragon,Fighting,5,3,6,2,5,3,7,3,6,3,6,Bulletproof,Soundproof,Overcoat,,,,Ace,,,,,,,,,,,,,,,,,,
901,Tapu Koko,Electric,Fairy,4,6,6,7,7,5,5,6,6,5,5,Electric Surge,,Telepathy,,,,Pro,N,,,,,,,,,,,,,,,,,
902,Tapu Lele,Psychic,Fairy,4,5,5,6,6,5,5,7,7,6,6,Psychic Surge,,Telepathy,,,,Pro,N,,,,,,,,,,,,,,,,,
903,Tapu Bulu,Grass,Fairy,4,7,7,5,5,6,6,5,5,6,6,Grassy Surge,,Telepathy,,,,Pro,N,,,,,,,,,,,,,,,,,
904,Tapu Fini,Water,Fairy,4,5,5,5,5,6,6,6,6,7,7,Misty Surge,,Telepathy,,,,Pro,N,,,,,,,,,,,,,,,,,
905,Cosmog,Psychic,,3,1,3,1,3,1,3,1,3,1,3,Unaware,,,,,,Starter,N,,,,,,,,,,,,,,,,,
906,Cosmoem,Psychic,,4,3,3,3,3,7,7,3,3,7,7,Sturdy,,,,,,Amateur,N,,,,,,,,,,,,,,,,,
907,Solgaleo,Psychic,Steel,7,7,7,6,6,6,6,5,5,5,5,Full Metal Body,,,,,,Master,N,,,,,,,,,,,,,,,,,
908,Lunala,Psychic,Ghost,7,6,6,6,6,5,5,7,7,6,6,Shadow Shield,,,,,,Master,N,,,,,,,,,,,,,,,,,
909,Nihilego,Rock,Poison,5,4,4,6,6,4,4,7,7,7,7,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
910,Buzzwole,Bug,Fighting,5,7,7,5,5,7,7,4,4,4,4,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
911,Pheromosa,Bug,Fighting,4,7,7,8,8,3,3,7,7,3,3,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
912,Xurkitree,Electric,,4,5,5,5,5,5,5,9,9,5,5,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
913,Celesteela,Steel,Flying,9,6,6,4,4,6,6,6,6,6,6,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
914,Kartana,Grass,Steel,4,9,9,6,6,7,7,4,4,3,3,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
915,Guzzlord,Dark,Dragon,11,6,6,4,4,4,4,6,6,4,4,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
916,Necrozma,Psychic,,4,6,6,5,5,6,6,7,7,5,5,Prism Armor,,,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
917,Necrozma Dusk Mane,Psychic,Steel,4,8,8,5,5,7,7,6,6,6,6,Prism Armor,,,,,,Master,N,,,,,,,,,,,,,,,,,
918,Necrozma Dark Wings,Psychic,Ghost,4,6,6,5,5,6,6,8,8,7,7,Prism Armor,,,,,,Master,N,,,,,,,,,,,,,,,,,
919,Necrozma Ultra Burst,Psychic,Dragon,5,8,8,7,7,6,6,8,8,6,6,Neuroforce,,,,,,Master,N,,,,,,,,,,,,,,,,,
920,Magearna,Steel,Fairy,4,6,6,4,4,6,6,7,7,6,6,Soul Heart,,,,,,Pro,N,,,,,,,,,,,,,,,,,
921,Marshadow,Fighting,Ghost,4,7,7,7,7,5,5,5,5,5,5,Technician,,,,,,Pro,N,,,,,,,,,,,,,,,,,
922,Poipole,Poison,,3,2,5,2,5,2,4,2,5,2,4,Beast Boost,,,,,,Amateur,N,,,,,,,,,,,,,,,,,
923,Naganadel,Poison,Dragon,5,5,5,7,7,5,5,7,7,5,5,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
924,Stakataka,Rock,Steel,6,7,7,2,2,10,10,4,4,6,6,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
925,Blacephalon,Fire,Ghost,4,7,7,6,6,4,4,6,6,5,5,Beast Boost,,,,,,Pro,N,,,,,,,,,,,,,,,,,
926,Zeraora,Electric,,4,6,6,7,7,5,5,6,6,5,5,Volt Absorb,,,,,,Pro,N,,,,,,,,,,,,,,,,,
927,Meltan,Steel,,3,2,4,1,3,2,4,2,4,1,3,Magnet Pull,,,,,,Amateur,N,,,,,,,,,,,,,,,,,
928,Melmetal,Steel,,6,4,8,1,3,4,8,2,5,2,4,Iron Fist,,,,,,Pro,N,,,,,,,,,,,,,,,,,
929,Grookey,Grass,,3,2,4,2,4,2,4,1,3,1,3,Overgrow,,Grassy Surge,,Yes,,Starter,,,,,,,,,,,,,,,,,,
930,Thwackey,Grass,,3,2,5,2,5,2,5,2,4,2,4,Overgrow,,Grassy Surge,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
931,Rillaboom,Grass,,6,3,7,2,5,2,5,2,4,2,5,Overgrow,,Grassy Surge,,,,Ace,,,,,,,,,,,,,,,,,,
932,Scorbunny,Fire,,3,2,5,2,4,1,3,1,3,1,3,Blaze,,Libero,,Yes,,Starter,,,,,,,,,,,,,,,,,,
933,Raboot,Fire,,4,2,5,2,5,2,4,2,4,2,4,Blaze,,Libero,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
934,Cinderace,Fire,,5,3,6,3,7,2,5,2,4,2,5,Blaze,,Libero,,,,Ace,,,,,,,,,,,,,,,,,,
935,Sobble,Water,,3,1,3,2,5,1,3,2,5,1,3,Torrent,,Sniper,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
936,Drizzile,Water,,4,2,4,2,5,2,4,3,6,2,4,Torrent,,Sniper,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
937,Inteleon,Water,,5,2,5,3,7,2,4,3,7,2,4,Torrent,,Sniper,,,,Pro,,,,,,,,,,,,,,,,,,
938,Skwovet,Normal,,3,2,4,1,3,2,4,1,3,1,3,Cheek Pouch,,Gluttony,,Yes,,Starter,,,,,,,,,,,,,,,,,,
939,Greedent,Normal,,5,3,6,1,3,3,6,2,4,2,5,Cheek Pouch,,Gluttony,,,,Amateur,,,,,,,,,,,,,,,,,,
940,Rookidee,Flying,,3,2,4,2,4,1,3,1,3,1,3,Keen Eye,Unnerve,Big Pecks,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
941,Corvisquire,Flying,,4,2,4,2,5,2,4,1,3,2,4,Keen Eye,Unnerve,Big Pecks,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
942,Corviknight,Flying,Steel,6,2,5,2,4,3,6,2,4,2,5,Pressure,Unnerve,Mirror Armor,,,,Ace,,,,,,,,,,,,,,,,,,
943,Blipbug,Bug,,3,1,3,2,4,1,3,1,3,2,4,Swarm,Compound Eyes,Telepathy,,Yes,,Starter,,,,,,,,,,,,,,,,,,
944,Dottler,Bug,Psychic,4,1,3,1,2,2,5,2,4,2,5,Swarm,Compound Eyes,Telepathy,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
945,Orbeetle,Bug,Psychic,5,2,4,2,4,3,6,2,5,3,7,Swarm,Frisk,Telepathy,,,,Amateur,,,,,,,,,,,,,,,,,,
946,Nickit,Dark,,3,1,3,2,4,1,3,2,4,2,4,Run Away,Unburden,Stakeout,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
947,Thievul,Dark,,4,2,4,2,5,2,4,2,5,2,5,Run Away,Unburden,Stakeout,,,,Amateur,,,,,,,,,,,,,,,,,,
948,Gossifleur,Grass,,3,1,3,1,2,2,4,1,3,2,4,Cotton Down,Regenerator,Effect Spore,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
949,Eldegoss,Grass,,4,2,4,2,4,2,5,2,5,3,7,Cotton Down,Regenerator,Effect Spore,,,,Amateur,,,,,,,,,,,,,,,,,,
950,Wooloo,Normal,,3,1,3,2,4,2,4,1,3,2,4,Fluffy,Run Away,Bulletproof,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
951,Dubwool,Normal,,4,2,5,2,5,3,6,2,4,2,5,Fluffy,Steadfast,Bulletproof,,,,Amateur,,,,,,,,,,,,,,,,,,
952,Chewtle,Water,,3,2,4,1,3,2,4,1,3,1,3,Strong Jaw,Shell Armor,Swift Swim,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
953,Drednaw,Water,Rock,4,3,6,2,5,2,5,2,5,2,5,Strong Jaw,Shell Armor,Swift Swim,,,,Amateur,,,,,,,,,,,,,,,,,,
954,Yamper,Electric,,3,2,4,2,4,2,4,2,4,2,4,Ball Fetch,,Rattled,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
955,Boltund,Electric,,4,2,5,3,7,2,4,2,5,2,4,Strong Jaw,,Competitive,,,,Amateur,,,,,,,,,,,,,,,,,,
956,Rolycoly,Rock,,3,1,3,1,3,2,4,1,3,2,4,Steam Engine,Heatproof,Flash Fire,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
957,Carkol,Rock,Fire,4,2,4,2,4,2,5,2,4,2,5,Steam Engine,Flame Body,Flash Fire,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
958,Coalossal,Rock,Fire,6,2,5,1,3,3,7,2,5,2,5,Steam Engine,Flame Body,Flash Fire,,,,Ace,,,,,,,,,,,,,,,,,,
959,Applin,Grass,Dragon,3,2,4,2,4,2,4,2,4,2,4,Ripen,Gluttony,Bulletproof,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
960,Flapple,Grass,Dragon,4,3,6,2,5,2,5,3,6,2,4,Ripen,Gluttony,Hustle,,,,Ace,,,,,,,,,,,,,,,,,,
961,Appletun,Grass,Dragon,5,2,5,1,3,2,5,3,6,2,5,Ripen,Gluttony,Thick Fat,,,,Ace,,,,,,,,,,,,,,,,,,
962,Silicobra,Ground,,4,2,4,2,4,2,5,1,3,2,4,Sand Spit,Shed Skin,Sand Veil,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
963,Sandaconda,Ground,,6,3,6,2,5,3,7,2,4,2,5,Sand Spit,Shed Skin,Sand Veil,,,,Ace,,,,,,,,,,,,,,,,,,
964,Cramorant,Flying,Water,4,2,5,2,5,2,4,2,5,3,6,Gulp Missile,,,,,,Amateur,,,,,,,,,,,,,,,,,,
965,Arrokuda,Water,,3,2,4,2,4,1,3,1,3,1,3,Swift Swim,,Propeller Tail,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
966,Barraskewda,Water,,4,3,7,3,7,2,4,2,4,2,4,Swift Swim,,Propeller Tail,,,,Amateur,,,,,,,,,,,,,,,,,,
967,Toxel,Electric,Poison,3,3,3,3,3,3,3,3,3,3,3,Rattled,Static,Klutz,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
968,Toxtricity Amped,Electric,Poison,4,3,6,2,5,2,5,3,6,2,5,Punk Rock,Plus,Technician,,,Yes,Ace,,,,,,,,,,,,,,,,,,
969,Toxtricity Low Key,Electric,Poison,4,3,6,2,5,2,5,3,6,2,5,Punk Rock,Minus,Technician,,,Yes,Ace,,,,,,,,,,,,,,,,,,
970,Sizzlipede,Fire,Bug,3,2,4,2,4,2,4,2,4,2,4,Flash Fire,White Smoke,Flame Body,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
971,Centiskorch,Fire,Bug,5,3,6,2,4,2,4,2,5,2,5,Flash Fire,White Smoke,Flame Body,,,,Ace,,,,,,,,,,,,,,,,,,
972,Clobbopus,Fighting,,3,2,4,1,3,2,4,2,4,2,4,Limber,,Technician,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
973,Grapploct,Fighting,,4,3,6,1,3,2,5,2,5,2,5,Limber,,Technician,,,,Amateur,,,,,,,,,,,,,,,,,,
974,Sinistea,Ghost,,3,2,4,2,4,2,4,2,5,2,4,Weak Armor,,Cursed Body,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
975,Polteageist,Ghost,,4,2,4,2,5,2,4,3,7,3,6,Weak Armor,,Cursed Body,,,,Amateur,N,,,,,,,,,,,,,,,,,
976,Hatenna,Psychic,,3,1,3,1,3,2,4,2,4,2,4,Healer,Anticipation,Magic Bounce,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
977,Hattrem,Psychic,,4,1,3,2,4,2,4,2,5,2,5,Healer,Anticipation,Magic Bounce,,Yes,,Amateur,F,,,,,,,,,,,,,,,,,
978,Hatterene,Psychic,Fairy,5,2,5,1,3,3,6,3,7,3,6,Healer,Anticipation,Magic Bounce,,,,Ace,F,,,,,,,,,,,,,,,,,
979,Impidimp,Dark,Fairy,3,2,4,2,4,1,3,2,4,1,3,Prankster,Frisk,Pickpocket,,Yes,,Beginner,M,,,,,,,,,,,,,,,,,
980,Morgrem,Dark,Fairy,4,2,4,2,5,2,4,2,5,2,4,Prankster,Frisk,Pickpocket,,Yes,,Amateur,M,,,,,,,,,,,,,,,,,
981,Grimmsnarl,Dark,Fairy,5,3,7,2,4,2,4,3,6,2,5,Prankster,Frisk,Pickpocket,,,,Ace,M,,,,,,,,,,,,,,,,,
982,Obstagoon,Dark,Normal,5,2,5,3,6,3,6,2,4,2,5,Prankster,Frisk,Pickpocket,,,,Ace,,,,,,,,,,,,,,,,,,
983,Perrserker,Steel,,4,3,6,2,4,3,6,2,4,2,4,Battle Armor,Tough Claws,Steely Spirit,,,,Amateur,,,,,,,,,,,,,,,,,,
984,Cursola,Ghost,,4,3,6,1,3,2,4,4,8,2,5,Weak Armor,,Perish Body,,,,Ace,,,,,,,,,,,,,,,,,,
985,Sirfetch'd,Fighting,,4,3,7,2,4,2,5,2,4,2,5,Steadfast,,Scrappy,,,,Amateur,,,,,,,,,,,,,,,,,,
986,Mr. Rime,Ice,Psychic,5,2,5,2,5,2,5,3,6,3,6,Tangled Feet,Screen Cleaner,Ice Body,,,,Amateur,,,,,,,,,,,,,,,,,,
987,Runerigus,Ground,Ghost,4,3,6,1,3,4,8,2,4,3,6,Wandering Spirit,,,,,,Ace,,,,,,,,,,,,,,,,,,
988,Milcery,Fairy,,3,1,3,1,3,1,3,2,4,2,4,Sweet Veil,,Aroma Veil,,Yes,,Starter,F,,,,,,,,,,,,,,,,,
989,Alcremie,Fairy,,4,2,4,2,4,2,5,3,6,3,6,Sweet Veil,,Aroma Veil,,,,Beginner,F,,,,,,,,,,,,,,,,,
990,Falinks,Fighting,,5,3,6,2,5,3,6,2,5,2,4,Battle Armor,,Defiant,,,,Amateur,N,,,,,,,,,,,,,,,,,
991,Pincurchin,Electric,,4,3,6,1,2,3,7,2,5,2,5,Lightning Rod,,Electric Surge,,,,Amateur,,,,,,,,,,,,,,,,,,
992,Snom,Ice,Bug,3,1,3,1,3,1,3,2,4,1,3,Shield Dust,,Ice Scales,,Yes,,Starter,,,,,,,,,,,,,,,,,,
993,Frosmoth,Ice,Bug,4,2,4,2,4,2,4,3,7,2,5,Shield Dust,,Ice Scales,,,,Amateur,,,,,,,,,,,,,,,,,,
994,Stonjourner,Rock,,6,3,7,2,5,3,7,1,3,1,3,Power Spot,,,,,,Amateur,,,,,,,,,,,,,,,,,,
995,Eiscue,Ice,,4,2,5,2,4,3,6,2,4,2,5,Ice Face,,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
996,Form Eiscue,Ice,,4,2,5,3,7,2,5,2,4,2,4,Ice Face,,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
997,Indeedee,Psychic,Normal,4,2,4,3,6,2,4,3,6,3,6,Inner Focus,Synchronize,Psychic Surge,,,,Starter,,,,,,,,,,,,,,,,,,
998,Morpeko,Electric,Dark,4,3,6,3,6,2,4,2,5,2,4,Hunger Switch,,,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
999,Cufant,Steel,,3,2,5,1,3,2,4,1,3,2,4,Sheer Force,,Heavy Metal,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1000,Copperajah,Steel,,6,3,7,1,3,2,4,2,5,2,4,Sheer Force,,Heavy Metal,,,,Amateur,,,,,,,,,,,,,,,,,,
1001,Dracozolt,Electric,Dragon,4,3,6,2,5,2,5,2,5,2,5,Volt Absorb,Hustle,Sand Rush,,,,Ace,N,,,,,,,,,,,,,,,,,
1002,Arctozolt,Electric,Ice,5,3,6,2,4,2,5,2,5,2,5,Volt Absorb,Static,Slush Rush,,,,Ace,N,,,,,,,,,,,,,,,,,
1003,Dracovish,Water,Dragon,5,2,5,2,5,3,6,2,5,2,5,Water Absorb,Strong Jaw,Sand Rush,,,,Ace,N,,,,,,,,,,,,,,,,,
1004,Arctovish,Water,Ice,4,2,5,2,4,3,6,2,5,2,5,Water Absorb,Ice Body,Slush Rush,,,,Ace,N,,,,,,,,,,,,,,,,,
1005,Duraludon,Steel,Dragon,4,3,6,2,5,3,6,3,7,2,4,Light Metal,Heavy Metal,Stalwart,,,,Ace,,,,,,,,,,,,,,,,,,
1006,Dreepy,Dragon,Ghost,3,2,4,2,5,1,3,1,3,1,3,Clear Body,Infiltrator,Cursed Body,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1007,Drakloak,Dragon,Ghost,4,2,5,3,6,2,4,2,4,2,4,Clear Body,Infiltrator,Cursed Body,,Yes,,Ace,,,,,,,,,,,,,,,,,,
1008,Dragapult,Dragon,Ghost,5,3,7,3,7,2,5,3,6,2,5,Clear Body,Infiltrator,Cursed Body,,,,Pro,,,,,,,,,,,,,,,,,,
1009,Zacian,Fairy,,5,7,7,7,7,6,6,5,5,6,6,Intrepid Sword,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
1010,Form Zacian,Fairy,Steel,5,9,9,8,8,6,6,5,5,6,6,Intrepid Sword,,,,,,Master,N,,,,,,,,,,,,,,,,,
1011,Zamazenta,Fighting,,5,7,7,7,7,6,6,5,5,6,6,Dauntless Shield,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
1012,Form Zamazenta,Fighting,Steel,5,7,7,7,7,8,8,5,5,8,8,Dauntless Shield,,,,,,Master,N,,,,,,,,,,,,,,,,,
1013,Eternatus,Poison,Dragon,10,5,5,7,7,6,6,8,8,6,6,Pressure,,,,,,Master,N,,,,,,,,,,,,,,,,,
1014,Delta Bulbasaur,Fairy,Psychic,3,2,4,2,4,2,4,2,4,2,4,Psycho Call,,Regenerator,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1015,Delta Ivysaur,Fairy,Psychic,4,2,4,2,4,2,4,2,5,2,5,Psycho Call,,Regenerator,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1016,Delta Venusaur,Fairy,Psychic,5,2,5,2,5,2,5,3,6,3,6,Psycho Call,,Regenerator,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1017,Delta Charmander,Ghost,Dragon,3,2,4,2,4,1,3,2,4,2,4,Spirit Call,,Dark Aura,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1018,Delta Charmeleon,Ghost,Dragon,4,2,4,2,5,2,4,2,5,2,4,Spirit Call,,Dark Aura,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1019,Delta Charizard,Ghost,Dragon,5,2,5,3,6,2,5,3,6,2,5,Spirit Call,,Dark Aura,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1020,Delta Squirtle,Dark,Fighting,3,2,4,1,3,2,4,2,4,2,4,Shadow Call,,Shadow Dance,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1021,Delta Wartortle,Dark,Fighting,4,2,4,2,4,2,5,2,4,2,5,Shadow Call,,Shadow Dance,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1022,Delta Blastoise,Dark,Fighting,5,2,5,2,5,3,6,2,5,3,6,Shadow Call,,Shadow Dance,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1023,Delta Pawniard,Flying,Fighting,3,2,5,2,4,2,5,1,3,1,3,Defiant,Frisk,Wind Force,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1024,Delta Bisharp,Flying,Fighting,4,3,7,2,5,3,6,2,4,2,5,Defiant,Frisk,Wind Force,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1025,Delta Ralts,Electric,Ice,3,1,3,1,3,1,3,2,4,1,3,Lightning Rod,Clear Body,Snow Cloak,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1026,Delta Kirlia,Electric,Ice,4,1,3,2,4,1,3,2,4,2,4,Lightning Rod,Clear Body,Snow Cloak,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1027,Delta Gardevoir,Electric,Ice,5,2,4,2,5,2,4,3,7,3,6,Lightning Rod,Clear Body,Snow Cloak,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1028,Delta Gallade,Electric,Ice,5,3,7,2,5,2,4,2,4,3,6,Volt Absorb,,Ice Body,,,Yes,Ace,M,,,,,,,,,,,,,,,,,
1029,Delta Sunkern,Fire,Poison,3,1,3,1,3,1,3,1,3,1,3,Flame Body,Analytic,Poison Point,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1030,Delta Sunflora,Fire,Poison,4,2,5,1,3,2,4,3,6,2,5,Flame Body,Analytic,Poison Point,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1031,Delta Bergmite,Rock,,3,2,4,1,3,2,5,1,3,1,3,Solid Rock,Battle Armor,Sand Stream,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1032,Delta Avalugg,Rock,Dragon,4,3,6,1,3,4,9,1,3,1,3,Solid Rock,Battle Armor,Sand Stream,,,,Ace,,,,,,,,,,,,,,,,,,
1033,Delta Scyther,Ice,Fighting,3,3,6,3,6,2,5,2,4,2,5,Hustle,Ice Cleats,Super Luck,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1034,Delta Scizor,Ice,Fighting,4,3,7,2,4,3,6,2,4,2,4,Tough Claws,Ice Cleats,Super Luck,,,Yes,Ace,,,,,,,,,,,,,,,,,,
